Nama,Harga,Terjual,Kota,Link
TREN BOOSTER Pupuk Organik Cair by Tren Tanaman Hias (200ml),Rp55.000,"4,9RB Terjual",KAB. BOGOR,https://shopee.co.id/TREN-BOOSTER-Pupuk-Organik-Cair-by-Tren-Tanaman-Hias-(200ml)-i.321931176.6795160398?sp_atk=1ef1a8a6-d5c5-4696-b409-9c8b1bdae095&xptdk=1ef1a8a6-d5c5-4696-b409-9c8b1bdae095
Pupuk Organik Cair POC GDM Spesialis Buah Buahan 5000ml / 5 Liter Ramah Lingkungan Termurah,Rp139.000,20 Terjual,KOTA DEPOK,https://shopee.co.id/Pupuk-Organik-Cair-POC-GDM-Spesialis-Buah-Buahan-5000ml-5-Liter-Ramah-Lingkungan-Termurah-i.491588474.11067450660?sp_atk=330f8141-d401-475c-8dd7-a03b8356dbfb&xptdk=330f8141-d401-475c-8dd7-a03b8356dbfb
Pupuk Organik Cair Pepetani Kemasan 1L - Memacu Pertumbuhan Tanaman untuk Hasil Panen yang Meningkat,Rp85.000,29 Terjual,KAB. MALANG,https://shopee.co.id/Pupuk-Organik-Cair-Pepetani-Kemasan-1L-Memacu-Pertumbuhan-Tanaman-untuk-Hasil-Panen-yang-Meningkat-i.242831643.6164112710?sp_atk=9f8eb36a-7a6e-4ae4-b23c-fdfd51c4ef66&xptdk=9f8eb36a-7a6e-4ae4-b23c-fdfd51c4ef66
5 Liter Pupuk Organik Cair POC GDM Spesialis Perkebunan Kelapa Sawit Ramah Lingkungan Termurab,Rp139.000,10 Terjual,KOTA DEPOK,https://shopee.co.id/5-Liter-Pupuk-Organik-Cair-POC-GDM-Spesialis-Perkebunan-Kelapa-Sawit-Ramah-Lingkungan-Termurab-i.491588474.16314156469?sp_atk=49aa361a-7494-4ea1-9aaf-a6e7f758a65a&xptdk=49aa361a-7494-4ea1-9aaf-a6e7f758a65a
"Pupuk Organik Cair (POC) Mikro Organisme Lokal (MOL), Bakteri Pengurai, Bakteri Dekomposer 1.000 ml",Rp15.000,20 Terjual,KOTA MALANG,https://shopee.co.id/Pupuk-Organik-Cair-(POC)-Mikro-Organisme-Lokal-(MOL)-Bakteri-Pengurai-Bakteri-Dekomposer-1.000-ml-i.17285014.19406173913?sp_atk=79a2f039-a6dd-41a6-a010-ba2b7db140a1&xptdk=79a2f039-a6dd-41a6-a010-ba2b7db140a1
Pupuk organik cair Seaweed Trueboost,Rp39.000,36 Terjual,KAB. TANGERANG,https://shopee.co.id/Pupuk-organik-cair-Seaweed-Trueboost-i.227996248.14854827530?sp_atk=5af63ef0-b18c-4619-907f-31881b2cbdad&xptdk=5af63ef0-b18c-4619-907f-31881b2cbdad
Pupuk Organik Cair - POC (BMW),Rp78.000,,KOTA SURABAYA,https://shopee.co.id/Pupuk-Organik-Cair-POC-(BMW)-i.238569371.22908380831?sp_atk=72bb0bae-8457-4217-b52d-c887e496f30a&xptdk=72bb0bae-8457-4217-b52d-c887e496f30a
Pupuk Pertanian Organik Bio KCL Cair/Pupuk Pertanian Bio KCL Organik 500ml/Pupuk Bio KCL Organik,Rp20.000,314 Terjual,KAB. BLORA,https://shopee.co.id/Pupuk-Pertanian-Organik-Bio-KCL-Cair-Pupuk-Pertanian-Bio-KCL-Organik-500ml-Pupuk-Bio-KCL-Organik-i.180740744.9715607987?sp_atk=50d08797-a373-47e9-beb9-5bc97c5abe3f&xptdk=50d08797-a373-47e9-beb9-5bc97c5abe3f
Pupuk cair organik agripin 500ml,Rp19.000,15 Terjual,KAB. GROBOGAN,https://shopee.co.id/Pupuk-cair-organik-agripin-500ml-i.361419188.8209936364?sp_atk=48d2341f-d8df-4ad0-b7e9-e38d3b67b990&xptdk=48d2341f-d8df-4ad0-b7e9-e38d3b67b990
Pupuk Organik EM4 Perikanan Tambak 1 Liter EM 4 Pupuk Cair Ikan Kolam Air FN014,Rp20.750,"1,1RB Terjual",KOTA SURABAYA,https://shopee.co.id/Pupuk-Organik-EM4-Perikanan-Tambak-1-Liter-EM-4-Pupuk-Cair-Ikan-Kolam-Air-FN014-i.233874204.4136192099?sp_atk=d21670d2-31ec-4bf5-9ad6-7c65a9b0367e&xptdk=d21670d2-31ec-4bf5-9ad6-7c65a9b0367e
Pupuk Organik Cair Urine Kelinci (Terfermentasi),Rp11.342 - Rp16.130,170 Terjual,KAB. PURBALINGGA,https://shopee.co.id/Pupuk-Organik-Cair-Urine-Kelinci-(Terfermentasi)-i.226879658.7048359309?sp_atk=8769cfa1-0a00-431c-a124-4c878cbbf734&xptdk=8769cfa1-0a00-431c-a124-4c878cbbf734
PUPUK ORGANIK CAIR / POC FERTIFORT PLUS TUTUP KUNING,Rp60.000,104 Terjual,KOTA BANDUNG,https://shopee.co.id/PUPUK-ORGANIK-CAIR-POC-FERTIFORT-PLUS-TUTUP-KUNING-i.189399543.4553032934?sp_atk=ab5c7043-5720-4ee7-ad2c-a02739009f36&xptdk=ab5c7043-5720-4ee7-ad2c-a02739009f36
Pupuk Organik Cair SuperMAX 1 Liter,Rp160.000,295 Terjual,KOTA YOGYAKARTA,https://shopee.co.id/Pupuk-Organik-Cair-SuperMAX-1-Liter-i.117080322.4902704527?sp_atk=d20e3879-d6f3-4847-b431-15e224bfee95&xptdk=d20e3879-d6f3-4847-b431-15e224bfee95
Paket Pertanian Organik Nasa POC Nasa + Hormonik Pupuk Organik cair Penyubur untuk semua tanaman,Rp44.900 - Rp97.900,48 Terjual,KAB. BANDUNG,https://shopee.co.id/Paket-Pertanian-Organik-Nasa-POC-Nasa-Hormonik-Pupuk-Organik-cair-Penyubur-untuk-semua-tanaman-i.201566571.4544157235?sp_atk=aa60a7b2-10fa-4420-9c80-d354eada8d12&xptdk=aa60a7b2-10fa-4420-9c80-d354eada8d12
Nutrisi Tanaman Pupuk Organik Cair PGPR 1 Liter Rizhobacter,Rp50.000 - Rp51.000,188 Terjual,KOTA BLITAR,https://shopee.co.id/Nutrisi-Tanaman-Pupuk-Organik-Cair-PGPR-1-Liter-Rizhobacter-i.5249921.4000889719?sp_atk=5ebd3456-56fb-4365-b612-e1c4c092653b&xptdk=5ebd3456-56fb-4365-b612-e1c4c092653b
POC NASA Pupuk Organik Cair Multiguna 500 Cc,Rp36.000,622 Terjual,KOTA SEMARANG,https://shopee.co.id/POC-NASA-Pupuk-Organik-Cair-Multiguna-500-Cc-i.308703441.8008958099?sp_atk=54136dfc-1993-4a98-9ca2-c93510a91de9&xptdk=54136dfc-1993-4a98-9ca2-c93510a91de9
INFARM - Pupuk Organik Cair Tanaman Daun / Sayur 500mL POC Kompos,Rp40.000,37 Terjual,KAB. SIDOARJO,https://shopee.co.id/INFARM-Pupuk-Organik-Cair-Tanaman-Daun-Sayur-500mL-POC-Kompos-i.639619715.14965143465?sp_atk=002e4df1-6cff-4a52-b7c8-0b29e1a13cd0&xptdk=002e4df1-6cff-4a52-b7c8-0b29e1a13cd0
"Pupuk Organik Cair ZK Plus, Pupuk Kalium Spesialis Buah & Umbi 1 Liter",Rp120.000,179 Terjual,KOTA MAKASSAR,https://shopee.co.id/Pupuk-Organik-Cair-ZK-Plus-Pupuk-Kalium-Spesialis-Buah-Umbi-1-Liter-i.179499156.4690855260?sp_atk=9764d412-31db-47a9-9f65-e663c5a8c4f5&xptdk=9764d412-31db-47a9-9f65-e663c5a8c4f5
"(LANGSUNG KIRIM) Pupuk Fungisida Organik Obat Hama Patek dan Kuning Cabe, Obat Hama Daun Kuning Cabe, Obat Cacar Cabe, Obat Hama Busuk Buah Cabe Batang dan Daun Cabe - Pupuk Cair Anti Penyakit Patek Cabe - Busuk Cabe dan Cacar Daun dan Buah Cabe AMPUH",Rp50.000,77 Terjual,KOTA TASIKMALAYA,https://shopee.co.id/(LANGSUNG-KIRIM)-Pupuk-Fungisida-Organik-Obat-Hama-Patek-dan-Kuning-Cabe-Obat-Hama-Daun-Kuning-Cabe-Obat-Cacar-Cabe-Obat-Hama-Busuk-Buah-Cabe-Batang-dan-Daun-Cabe-Pupuk-Cair-Anti-Penyakit-Patek-Cabe-Busuk-Cabe-dan-Cacar-Daun-dan-Buah-Cabe-AMPUH-i.71340623.15371611419?sp_atk=717b5dec-652e-4a9b-a2da-0a4c06ddc41f&xptdk=717b5dec-652e-4a9b-a2da-0a4c06ddc41f
Pupuk Organik Cair Tanaman Perangsang Kacang Tanah POC BMW,Rp60.000,10 Terjual,KOTA TASIKMALAYA,https://shopee.co.id/Pupuk-Organik-Cair-Tanaman-Perangsang-Kacang-Tanah-POC-BMW-i.277613372.4244495194?sp_atk=557de304-a034-4083-a641-b967f293469d&xptdk=557de304-a034-4083-a641-b967f293469d
POC - Pupuk Organik Cair Amino Plus 500 ml. Makmur Sembada,Rp65.000,3 Terjual,KOTA BOGOR,https://shopee.co.id/POC-Pupuk-Organik-Cair-Amino-Plus-500-ml.-Makmur-Sembada-i.852953813.22205664888?sp_atk=fa5872ae-149b-441c-9c14-dab08c56b40a&xptdk=fa5872ae-149b-441c-9c14-dab08c56b40a
POC Nasa Pupuk Organik Cair Multifungsi,Rp30.000,3 Terjual,KAB. BOGOR,https://shopee.co.id/POC-Nasa-Pupuk-Organik-Cair-Multifungsi-i.276004398.3859630918?sp_atk=b9cea293-22f0-40ea-87d2-f68f989176c6&xptdk=b9cea293-22f0-40ea-87d2-f68f989176c6
pupuk organik cair power bumi,Rp65.000,138 Terjual,KAB. INDRAMAYU,https://shopee.co.id/pupuk-organik-cair-power-bumi-i.545894704.11859610683?sp_atk=96ecb8b9-69ef-4b58-96fc-8c37b5922c58&xptdk=96ecb8b9-69ef-4b58-96fc-8c37b5922c58
Pupuk Organik Cair Biovinasse Gold 500 ml Probiotik  ZPT Hormon Vit  B1,Rp45.800,44 Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/Pupuk-Organik-Cair-Biovinasse-Gold-500-ml-Probiotik-ZPT-Hormon-Vit-B1-i.43565546.11505998654?sp_atk=fac1a53d-6556-4e2d-a89e-5a16d7017ecb&xptdk=fac1a53d-6556-4e2d-a89e-5a16d7017ecb
PUPUK ORGANIK CAIR POC NASA 250CC - 500CC,Rp8.000 - Rp41.000,230 Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/PUPUK-ORGANIK-CAIR-POC-NASA-250CC-500CC-i.10098228.5150640773?sp_atk=fd631fce-dca6-4d0a-a254-11c672ad2e80&xptdk=fd631fce-dca6-4d0a-a254-11c672ad2e80
"Bio As/pupuk cair organik/pupuk hayati plus/pupuk daun terbaik merangsang pertumbuhan tanaman, sekali semprot beda,",Rp150.000,198 Terjual,KAB. JEMBER,https://shopee.co.id/Bio-As-pupuk-cair-organik-pupuk-hayati-plus-pupuk-daun-terbaik-merangsang-pertumbuhan-tanaman-sekali-semprot-beda--i.368191905.8811418441?sp_atk=28684665-2692-46d2-9fd5-bb1843b68f37&xptdk=28684665-2692-46d2-9fd5-bb1843b68f37
EM4 Mikro Organisme Probiotik PETERNAKAN Pupuk Organik CAIR KEMASAN 1 LITER,Rp25.000,17 Terjual,KOTA MAKASSAR,https://shopee.co.id/EM4-Mikro-Organisme-Probiotik-PETERNAKAN-Pupuk-Organik-CAIR-KEMASAN-1-LITER-i.270402484.8779237196?sp_atk=10b888cc-013d-4f85-b2bf-79cd857eb6b5&xptdk=10b888cc-013d-4f85-b2bf-79cd857eb6b5
Ribost pupuk organik hijau merah ribos ribost  bio dekomposer pupuk organik cair ribost,Rp65.000,154 Terjual,KAB. BOJONEGORO,https://shopee.co.id/Ribost-pupuk-organik-hijau-merah-ribos-ribost-bio-dekomposer-pupuk-organik-cair-ribost-i.203207277.5985983893?sp_atk=3c41cc30-009a-4a00-a776-a668ff20a94d&xptdk=3c41cc30-009a-4a00-a776-a668ff20a94d
GDM Pupuk Bonsai Organik Cair 1Liter,Rp50.000,141 Terjual,KOTA SURABAYA,https://shopee.co.id/GDM-Pupuk-Bonsai-Organik-Cair-1Liter-i.44203243.7024157338?sp_atk=aa4516cc-ace5-498d-99c9-02e374e4169b&xptdk=aa4516cc-ace5-498d-99c9-02e374e4169b
Pupuk Organik Cair Masagri 1 Liter,Rp95.000,,KOTA PEKANBARU,https://shopee.co.id/Pupuk-Organik-Cair-Masagri-1-Liter-i.402354272.6587087636?sp_atk=ccb21208-3f5f-4f2d-b1b6-b1aafe057551&xptdk=ccb21208-3f5f-4f2d-b1b6-b1aafe057551
Top G2 500 ml pupuk organik cair COD,Rp62.000,374 Terjual,KAB. TANGERANG,https://shopee.co.id/Top-G2-500-ml-pupuk-organik-cair-COD-i.137586205.2104453656?sp_atk=04428757-d6b2-406e-9867-72b3d3742e06&xptdk=04428757-d6b2-406e-9867-72b3d3742e06
Pupuk Organik Cair - POC (BMW),Rp50.000,51 Terjual,KAB. TANGERANG,https://shopee.co.id/Pupuk-Organik-Cair-POC-(BMW)-i.275772344.9766520144?sp_atk=55a7b5a8-ea43-4626-aa48-a500617ed34b&xptdk=55a7b5a8-ea43-4626-aa48-a500617ed34b
Pupuk Organic Cair Fertifort Kuning - 500 ml60,Rp60.000,41 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-Organic-Cair-Fertifort-Kuning-500-ml60-i.80206392.4748353494?sp_atk=964caff4-c1c1-4c6b-adcf-ec3861cc5387&xptdk=964caff4-c1c1-4c6b-adcf-ec3861cc5387
